count,pos,description,pos_type,word
1,,,"nn","frontier"
1,,,"nn","Téléphone"
10,,,"nn","Sapotille"
1,,,"nn","Denson"
2,,,"nn","ranbl"
1,,,"nn","RAymonde"
1,,,"nn","-day"
1,,,"nn","Gande"
3,,,"nn","Machan"
4,,,"nnp","Plus"
1,,,"nn","jproldansvq@gmail"
3,,,"nn","PESONN"
1,,,"nns","employées"
1,,,"nn","Carlie"
1,,,"nn","bisony*"
1,,,"nn","Peti"
4,,,"nn","nouye"
2,,,"nn","distwibisyon"
1,,,"nn","Marga"
2,,,"nn","effectif"
2,,,"nn","mini"
3,,,"nn","TN"
1,,,"nns","lavans"
1,,,"nn","Boucard-"
2,,,"nn","MADI"
2,,,"nn","LAURE"
3,,,"nn","YOLEINE"
2,,,"nn","Canapé-Vert"
1,,,"nn","Côte"
7,,,"nn","DIGICEL"
1,,,"nn","Jannot"
1,,,"nn","Raound"
1,,,"nn","Medico"
1,,,"nn","Devant"
1,,,"nn","Medjine"
4,,,"nn","desde"
1,,,"nn","prolonjet"
1,,,"nn","tranbl"
2,,,"nn","Allee"
7,,,"nn","equivalent"
1,,,"nnp","Victor"
1,,,"nn","Nau"
2,,,"nn","Antonieta"
1,,,"nn","rabato"
1,,,"nn","mudslide"
1,,,"nn","abelard"
1,,,"nn","Mouvman"
2,,,"nns","Senous"
2,,,"nns","Vereus"
1,,,"nn","ambassador’s"
20,,,"nn","aunt"
2,,,"nn","CIAB"
1,,,"nn","salagnac"
1,,,"nn","payon"
1,,,"nn","Lafaille"
1,,,"nnp","Plato"
1,,,"nn","AB+"
5,,,"nn","felix"
1,,,"nn","olympic"
1,,,"nn","tèa"
5,,,"nn","bat"
1,,,"nn","berthe"
1,,,"nn","reynaud"
43,,,"nn","&gt"
1,,,"nn","plaster"
1,,,"nnp","Bowie"
5,,,"nn","TRANBLEMAN"
1,,,"nns","ChampMars"
1,,,"nn","tip"
1,,,"nnp","Melanie"
1,,,"nn","Praise"
1,,,"nn","PAKOM"
10,,,"nn","Haïti"
4,,,"nn","ADRESLA"
2,,,"nn","geoge"
1,,,"nn","sylvia"
1,,,"nn","PLSS"
1,,,"nn","SOIR"
2,,,"nn","berth"
17,,,"nn","vi"
1,,,"nn","feiul"
1,,,"nn","EVENA"
1,,,"nn","Latan"
1,,,"nnp","Entree"
8,,,"nns","goods"
2,,,"nn","accident"
1,,,"nn","EAUX"
1,,,"nn","banbou"
1,,,"nn","Allexand"
1,,,"nn","earthquick"
1,,,"nnp","Andres"
36,,,"nn","vin"
15,,,"nn","Plage"
3,,,"nns","Men"
75,,,"nn","nimewo"
4,,,"nns","arms"
1,,,"nn","Gwenn"
21,,,"nn","loc"
1,,,"nn","Bostn"
2,,,"nn","payen"
316,,,"nn","l"
1,,,"nn","potpe"
1,,,"nn","wk"
1,,,"nn","Tieno"
1,,,"nns","blue=hills"
1,,,"nn","JEDCO"
8,,,"nn","prolonje"
1,,,"nns","pelerentwabis"
2,,,"nn","risque"
2,,,"nn","Port–au–Prince"
2,,,"nn","por"
2,,,"nn","jocelyn"
1,,,"nn","NUmero"
2,,,"nn","epidemie"
4,,,"nn","Moquette"
2,,,"nn","Alande"
2,,,"nn","MEDICATION"
1,,,"nn","FRIEND"
1,,,"nn","Tomgato"
1,,,"nn","-sen"
2,,,"nn","anro"
1,,,"nn","ogmante"
1,,,"nn","liveable"
1,,,"nn","sedation"
1,,,"nn","song"
2,,,"nn","fleryo"
154,,,"nn","road"
2,,,"nn","diarrhe"
4,,,"nnp","Leon"
1,,,"nn","Rivy"
1,,,"nn","lauture"
4,,,"nn","Marckenson"
1,,,"nn","MACAJOUX"
1,,,"nn","Calvaire"
4,,,"nn","oblije"
1,,,"nn","pasove"
1,,,"nn","Adolphe"
1,,,"nnp","Guatemala"
6,,,"nn","Sylvestre"
22,,,"nn","lapli"
1,,,"nn","telphone"
1,,,"nn","-------------"
1,,,"nn","t*lman"
1,,,"nn","butamol"
2,,,"nn","Petit-Frere"
1,,,"nn","onbon"
1,,,"nn","SEKITE"
1,,,"nn","système"
1,,,"nn","Cetoute"
1,,,"nn","surgeons-both"
2,,,"nn","CIMO"
2,,,"nnp","Santa"
1,,,"nn","POMP"
1,,,"nn","PERMANGANATE"
2,,,"nn","bataille"
7,,,"nns","questions"
2,,,"nn","STE"
1,,,"nn","Diva"
1,,,"nn","opérée"
5,,,"nn","ayuda"
1,,,"nn","johne"
1,,,"nn","meva"
1,,,"nn","birthday"
83,,,"nn","Shelter"
2,,,"nn","panorama"
1,,,"nn","LAURIERSET"
2,,,"nn","Daut"
1,,,"nn","enstitisyo"
12,,,"nns","materiels"
4,,,"nn","-gallon"
6,,,"nn","vieux"
1,,,"nnp","Photo"
2,,,"nn","difo"
1,,,"nn","HELICOPTER"
1,,,"nn","hospice"
2,,,"nns","sons"
1,,,"nn","tanpe"
1,,,"nnp","High"
1,,,"nn","fifty"
1,,,"nn","plak"
4,,,"nn","ADOKEN"
1,,,"nns","evenings"
62,,,"nns","problems"
1,,,"nn","Richelet"
2,,,"nnp","Nancy"
2,,,"nns","chans"
1,,,"nn","Labelè"
4,,,"nn","satan"
2,,,"nn","volcy"
1,,,"nn","QUELQUE"
2,,,"nn","Cajon"
6,,,"nnp","Peter"
1,,,"nns","Bourjeois"
2,,,"nn","Lebrun"
1,,,"nn","Danielle"
2,,,"nn","MANMAN"
11,,,"nn","NGO"
1,,,"nn","jere"
2,,,"nn","Ridore"
2,,,"nns","ORs"
4,,,"nn","influx"
1,,,"nn","Bonrepo"
2,,,"nn","akevwa"
1,,,"nns","aboutus"
2,,,"nn","vole"
1,,,"nn","awondisman"
8,,,"nn","pie"
1,,,"nn","ebejeman"
6,,,"nn","Numero"
44,,,"nn","Bonswa"
2,,,"nn","che"
8,,,"nns","FOODS"
1,,,"nn","lytho"
1,,,"nn","dedan"
4,,,"nn","birth"
1,,,"nn","Mont-Joli"
1,,,"nn","YOPASE"
1,,,"nn","DP"
3,,,"nns","countries"
1,,,"nn","salo"
17,,,"nn","koute"
9,,,"nnp","Ok"
4,,,"FW","mem"
2,,,"nn","Laurole"
4,,,"FW","MAIS"
1,,,"nn","apdňmi"
1,,,"nn","peson"
4,,,"nn","concorde"
22,,,"nns","areas"
1,,,"nn","cornillon"
32,,,"nn","abri"
3,,,"nn","turgeau"
1,,,"nn","lap*"
1,,,"nns","adrés"
1,,,"nn","FIAK"
6,,,"nn","bertin"
1,,,"nn","GPPF"
1,,,"nn","misye"
1,,,"nn","Republique"
2,,,"nn","ogan"
1,,,"nn","Mochodem"
3,,,"nn","Moya"
1,,,"FW","JUSTE"
2,,,"nn","M*SI"
33,,,"nnp","Grand"
1,,,"nn","fanor"
1,,,"nn","Heureuse"
1,,,"nn","D-Vieux"
3,,,"nns","vehicles"
9,,,"nnp","College"
1,,,"nn","Pami"
4,,,"nn","boyo"
2,,,"nnp","Voute"
2,,,"nn","Almedard"
3,,,"nns","paramedics"
4,,,"nn","surin"
1,,,"nns","Orilas"
3,,,"nn","nahomy"
1,,,"nn","[Avenue]"
2,,,"nn","scent"
2,,,"nn","Mergerout"
7,,,"nn","villa"
1,,,"nn","ev*neman"
3,,,"nnp","Marguerite"
5,,,"nnp","van"
2,,,"nn","venel"
2,,,"nnp","Fatal"
1,,,"nn","avenu"
1,,,"nn","pirot"
3,,,"nn","Jeepson"
7,,,"nn","Lamarre"
10,,,"nn","truck"
1,,,"nn","mercie"
1,,,"nn","av*g"
2,,,"nn","-Paul"
15,,,"nn","MAP"
1,,,"nn","smerlosvq@gmail"
1,,,"nn","NOM"
2,,,"nn","entry"
1,,,"nn","beauvoir"
7,,,"nn","DIRI"
1,,,"nn","pascale"
1,,,"nn","manassero"
2,,,"nn","tomato"
13,,,"nn","date"
1,,,"nn","tabli"
191,,,"nn","si"
5,,,"nn","MIREBALAIS"
5,,,"nnp","Baptist"
3,,,"nn","stella"
4,,,"nns","casualties"
1,,,"nn","Z√≤n"
5,,,"nn","piti"
1,,,"nn","Tel&quot"
1,,,"nnp","Congregation"
1,,,"nn","Pietion"
1,,,"nn","Akim"
1,,,"nn","nut"
1,,,"nnp","Capitol"
1,,,"nn","FAMINE"
2,,,"nnp","Word"
1,,,"nn","dar*"
1,,,"nn","Greswye"
1,,,"nn","street\"
1,,,"nn","AJIBRAS"
1,,,"nn","Monpellier"
1,,,"nn","Stenyo"
1,,,"nns","matters"
2,,,"nn","VILLA"
8,,,"nns","depuis"
1,,,"nn","Thybulle"
11,,,"nnp","Team"
8,,,"nn","Sainte"
3,,,"nn","caribean"
2,,,"nns","citronniers"
2,,,"nn","rochalot"
4,,,"nn","Grecier"
1,,,"nn","AIDSRelief"
1,,,"nn","johnny"
3,,,"nn","catalpa"
1,,,"nn","considerablement"
1,,,"nn","LESPINAS"
5,,,"nn","mo"
19,,,"nn","Waney"
2,,,"nn","KANAL"
8,,,"nn","radyo"
4,,,"nn","ENFOMASYON"
1,,,"nn","Mak"
1,,,"nn","refugeant"
1,,,"nn","SE-POU-YO-POT*-TENTE-TOUT-MERCI-POU-COMPREHENSION-NOUS"
1,,,"nn","Alimentaire"
1,,,"nnp","Tea"
10,,,"nn","christ"
1,,,"nn","debra"
1,,,"nn","evanwi"
1,,,"nn","distribuition"
1,,,"nn","domicile"
3,,,"nn","crane"
3,,,"nn","bonne"
1,,,"nn","aurait"
1,,,"nn","veulent"
2,,,"nn","ASHLEY"
2,,,"nn","TUBINGS"
1,,,"nn","Randelma"
1,,,"nnp","Clinton"
5,,,"nn","Alerte"
3,,,"nn","orphelinat"
4,,,"nn","secours"
448,,,"nn","n"
2,,,"nn","@Kenscoff"
2,,,"nns","amputees"
1,,,"nn","delatalaye"
2,,,"nn","mayo"
2,,,"nn","pil"
1,,,"nn","Cest"
2,,,"nn","[the"
2,,,"nn","dalle"
1,,,"nns","directors"
1,,,"nn","Demen"
2,,,"nn","Dina"
1,,,"nnp","Eugene"
1,,,"nn","champagne"
1,,,"nn","Kafou-f*y"
2,,,"nn","lamartinere"
35,,,"nn","SVP"
1,,,"nn","CHILOSY"
2,,,"nn","MERGEROUT"
3,,,"nn","ouvri"
1,,,"nn","Presil"
1,,,"nn","inkanasyo"
2,,,"nn","tigeau"
1,,,"nn","JIMMY"
5,,,"nnp","CHARLES"
1,,,"nn","kwadƒçboukƒç"
2,,,"nn","louverture"
1,,,"nn","Pourpelard"
5,,,"nn","devan"
2,,,"nn","FONKSYONE"
1,,,"nn","POLINICE"
1,,,"nn","lefevre"
1,,,"nn","Gille"
2,,,"nn","labeler"
109,,,"nnp","SE"
2,,,"nn","monday"
2,,,"nn","prato"
1,,,"nn","JOB"
1,,,"nn","BILDIN"
3,,,"nn","Champsmar"
1,,,"nn","excuse"
5,,,"nn","handicap"
1,,,"nn","Mezami"
2,,,"nn","Programme"
1,,,"nn","arbonit"
1,,,"nn","Charbonni"
1,,,"nn","cohordination"
1,,,"nn","Bek"
8,,,"nnp","Traynor"
1,,,"nn","akti"
1,,,"nn","CHANEL"
1,,,"nns","St-Nicolas"
3,,,"nnp","Canal"
2,,,"nn","LaPorte"
1,,,"nn","@haiti"
1,,,"nn","VILAJ"
1,,,"nnp","St-Laurent"
1,,,"FW","Lange"
1,,,"nn","Member"
6,,,"nn","gouv*nman"
2,,,"nn","NENPOT"
2,,,"nn","CARD"
1,,,"nns","interventions"
9,,,"nn","Thomazeau"
1,,,"nn","Wesleyenne"
1,,,"nns","options"
1,,,"nn","celui"
3,,,"nn","sere"
6,,,"nn","Gelin"
1,,,"nn","HALOTHANE"
4,,,"nn","magua"
1,,,"nns","probs"
1,,,"nnp","Garcia"
1,,,"nn","panch"
1,,,"nn","mouc"
3,,,"nn","Ph"
8,,,"nn","Guilloux"
2,,,"nns","urgents"
1,,,"nn","BOUTIN&quot"
2,,,"nn","Santo-Domingo"
1,,,"nn","Pwobl"
1,,,"nn","Aepler"
2,,,"nn","Rose-Marie"
1,,,"nn","Benicia"
1,,,"nn","Croisiere"
6,,,"nn","approx"
1,,,"nn","mision*"
2,,,"nn","sikl"
1,,,"nn","pasyans"
64,,,"nnp","Se"
1,,,"nn","l*ogane"
1,,,"nn","Ducasse"
2,,,"nn","asselia"
1,,,"nn","DONASE"
4,,,"nn","reason"
1,,,"nn","chopper"
16,,,"nn","trouver"
5,,,"nn","bisony"
2,,,"nn","priye"
1,,,"nn","schedule-"
14,,,"nn","ce"
1,,,"nn","BARBACOURT"
1,,,"nn","soloni"
1,,,"nn","presentés"
1,,,"nn","nougen"
1,,,"nns","abandonn*es"
1,,,"nn","PERRE"
2,,,"nn","BYEN"
2,,,"nn","Vieux-Caille"
4,,,"nn","Damier"
20,,,"nn","entrance"
2,,,"nns","jounalis"
1,,,"nn","MEDICATION-"
1,,,"nn","MOU"
1,,,"nn","Jaccy"
1,,,"nn","manden"
1,,,"nns","decades"
13,,,"nns","lilavois"
4,,,"nn","miragwan"
1,,,"nn","karenaj"
1,,,"nn","PETIPLAS"
1,,,"nn","BELANGE"
3,,,"nnp","Affairs"
1,,,"nn","laguerre"
1,,,"nn","eat&quot"
1,,,"nn","poumar"
2,,,"nns","Clothes"
3,,,"nn","savane"
1,,,"nnp","Purpose"
45,,,"nnp","Place"
3,,,"nnp","Ernst"
2,,,"nnp","NH"
1,,,"nn","decombe"
1,,,"nn","KALBAS"
3,,,"nn","lamantin"
3,,,"nns","titus"
5,,,"nnp","Salem"
101,,,"nn","http"
2,,,"nn","humanitarien"
2,,,"nnp","Tiny"
1,,,"nn","medikma"
1,,,"nn","Immaculee"
1,,,"nnp","Paradise"
1,,,"nn","alabel"
1,,,"nn","Roventhon"
2,,,"nn","touy"
1,,,"nn","DACEUS"
2,,,"nn","P-A-P"
1,,,"nns","Américas"
1,,,"nn","CNE"
1472,,,"nnp","Time"
2,,,"nn","nine"
1,,,"nn","sugarcane"
3,,,"nn","NFI"
1,,,"nns","apears"
2,,,"nn","malade"
1,,,"nn","sonaj"
1,,,"nn","tikichoy"
2,,,"nn","elie"
5,,,"nnp","Long"
5,,,"nn","Exameau"
15,,,"nn","silvoupl"
102,,,"nn","st"
1,,,"nn","Maternité"
1,,,"nn","aud"
1,,,"nns","bowls"
1,,,"nn","cummunity"
1,,,"nn","Kettel"
1,,,"nn","Ophilien"
12,,,"nn","NIMEWO"
1,,,"nn","infospays"
2,,,"nnp","San"
2,,,"nn","cc"
2,,,"nn","CHERUBIN"
1,,,"nn","flightplan"
1,,,"nn","Ej*n"
1,,,"nn","effectuer"
2,,,"nn","VOU"
1,,,"nn","patience"
1,,,"nn","review"
6,,,"nn","mete"
1,,,"nns","nuts"
3,,,"nn","Turjo"
1,,,"nn","BeaugÃ©"
18,,,"nn","year"
1,,,"nn","delegate"
2,,,"nns","operators"
1,,,"nn","letenel"
1,,,"nn","AY"
24,,,"nn","NAP"
1,,,"nn","Philom*ne"
1,,,"nn","Annabi"
2,,,"nn","wè"
1,,,"nn","Molsennikola"
1,,,"nn","REPONING"
1,,,"nn","imilye"
2,,,"nn","ophatma"
1,,,"nn","Diègue"
4,,,"nn","treize"
1,,,"nn","Wi"
3,,,"nn","b*ten"
3,,,"nn","Rivière"
1,,,"nn","CORD"
6,,,"nn","six"
1,,,"nn","chrirst"
1,,,"nn","sekret"
7,,,"nn","store"
1,,,"nn","St-fort"
1,,,"nn","DIPERS"
2,,,"nnp","Parliament"
7,,,"nn","accross"
3,,,"nnp","Champagne"
1,,,"nn","Sentre"
5,,,"nn","visite"
1,,,"nn","Wmen"
25,,,"nnp","ET"
1,,,"nn","CHANM"
7,,,"nns","guys"
1,,,"nn","DARIUS"
15,,,"nnp","Republic"
1,,,"nn","mireille"
7,,,"nns","quelques"
3,,,"nn","SUCRE"
1,,,"nn","NELSON"
1,,,"nn","Noemie"
1,,,"nn","cap*haitian"
1,,,"nnp","Paula"
2,,,"nnp","DRAM"
1,,,"nn","timounmwenpajannjwennanyen"
1,,,"nns","angles"
1,,,"nnp","Antoinette"
1,,,"nn","Meno"
1,,,"nn","cekirite"
2,,,"nn","Ginette"
8,,,"nnp","Maurice"
2,,,"nn","@sgtjohn"
3,,,"nn","goodness"
1,,,"nn","Geffrad"
4,,,"nn","Ludner"
1,,,"nn","Loui"
1,,,"nn","makenndi"
1,,,"nn","foufey"
1,,,"nn","bezouen"
1,,,"nn","ranpli"
5,,,"nn","Universite"
7,,,"nn","rem"
27,,,"nnp","English"
1,,,"nn","Mayigate"
3,,,"nn","salem"
1,,,"nn","katolik"
1,,,"nn","devastateur"
1,,,"nn","personns"
1,,,"nn","someone’s"
1,,,"nn","HC"
2,,,"nn","TRIAGE"
1,,,"nn","eD"
1,,,"nn","diyare"
1,,,"nn","OLGUY"
1,,,"nn","Gauthier"
1,,,"nn","proviodine"
1,,,"nn","canot"
1,,,"nn","MELLIER"
10,,,"nn","GONAIVES"
1,,,"nn","z*m"
2,,,"nn","-Carrefour"
1,,,"nnp","Hat"
2,,,"nnp","Valerie"
1,,,"nn","dowtown"
1,,,"nn","Citoyne"
1,,,"nnp","Thompson"
2,,,"nn","leandre"
5,,,"nn","isn"
1,,,"nn","footage"
1,,,"nn","Exgsavier"
8,,,"nn","poul"
1,,,"nn","Meira_Davi"
2,,,"nn","Carrefour-"
21,,,"nn","diri"
2,,,"nnp","Alley"
5,,,"nn","locaiton"
5,,,"nn","salute"
1,,,"nns","Years"
1,,,"nn","try"
1,,,"nn","tender"
1,,,"nn","Ettienne"
1,,,"nn","Tradewind"
3,,,"nn","pwolonge"
2,,,"nn","Payen"
1,,,"nn","majist"
2,,,"nns","Bouques"
10,,,"nn","jeremie"
8,,,"nn","Lagonave"
1,,,"nn","Fulcher"
11,,,"nn","adresse"
1,,,"nn","POUMAR"
2,,,"nn","Diegue"
5,,,"nn","fwa"
1,,,"nn","Yousnel"
1,,,"nn","Roard"
1,,,"nn","RELLE"
5,,,"nn","bobin"
1,,,"nn","clearn"
1,,,"nnp","Toni"
8,,,"nnp","Augustin"
2,,,"nn","guitone"
1,,,"nn","DICLOFENAC"
1,,,"FW","UND"
1,,,"nn","KOMINOTE"
10,,,"FW","famille"
1,,,"nn","saint-famille"
2,,,"nn","Rigaud"
1,,,"nn","kv"
1,,,"nn","HOPITAL&quot"
1,,,"nn","Kuttab"
1,,,"nn","sinen"
4,,,"nn","apr*"
3,,,"nnp","Care"
1,,,"nn","Cange"
1,,,"nn","Murielle"
1,,,"nns","HANDS"
1,,,"nn","tripadvisor"
1,,,"nn","@stephendevries"
1,,,"nn","tranche"
2,,,"nn","Maxito"
1,,,"nns","devices"
2,,,"nn","rochalet"
2,,,"nn","dirije"
1,,,"nn","sotnan"
1,,,"nn","ANDERSON"
1,,,"nn","SVPKikotewyeeskeselataayisyenkivinakideaouetranjemtarenmenkonnenwbyenmesipoukonpreansyonw"
1,,,"nn","Five"
2,,,"nn","BROTHER"
3,,,"nnp","Rene"
41,,,"nn","Dessalines"
1,,,"nn","ankin"
1,,,"nn","sneLak"
2,,,"nn","CORAIL"
2,,,"nn","fait"
2,,,"nns","pompilus"
2,,,"nn","sir"
2,,,"nn","apa"
3,,,"nns","nieces"
1,,,"nn","sim"
2,,,"nn","march"
2,,,"nn","boje"
2,,,"nn","DAVID"
3,,,"nn","fritzner"
1,,,"nn","FOKAL"
177,,,"nn","lot"
2,,,"nn","au-"
5,,,"nn","TANN"
2,,,"nn","apartment"
8,,,"nn","asistans"
1,,,"nn","Rhum"
2,,,"nn","LORSQUE"
1,,,"nn","Guillome"
2,,,"nn","elektrik"
1,,,"nns","SCHOOLS"
2,,,"nn","Raymone"
1,,,"nn","Veret"
1,,,"nn","liy"
4,,,"nns","leaders"
1,,,"nn","viktime"
1,,,"nn","balcony"
1,,,"nn","malik"
1,,,"nn","MELIE"
1,,,"nn","carpark"
1,,,"nns","famillies"
1,,,"nnp","Chevalier"
1,,,"nn","AVENI"
4,,,"nn","CADET"
2,,,"nn","ZÔN"
1,,,"nnp","Kitchen"
1,,,"nn","l≈àt"
1,,,"nn","elim"
1,,,"nn","SONEL"
1,,,"nn","DANIELITA"
7,,,"nns","missions"
1,,,"nn","milien"
1,,,"nn","archaie"
3,,,"nn","blesse"
1,,,"nn","Nativite"
1,,,"nn","kaymwenkraze"
1,,,"nn","drama"
2,,,"nn","lolo"
1,,,"nn","katastr"
1,,,"nn","Danjour"
1,,,"nns","déplacées"
45,,,"nn","vil"
1,,,"nn","Mesilia"
1,,,"nns","arbres"
5,,,"nn","yr"
1,,,"nn","Mesanmi"
1,,,"nn","please"
1,,,"nn","kotplaj"
2,,,"nn","MITC"
1,,,"nnp","Honor"
1,,,"nn","info@louno"
2,,,"nn","tijan"
2,,,"nn","FINI"
1,,,"nn","-year-old"
1,,,"nn","grocery"
1,,,"nn","sentantw"
1,,,"nn","TV"
10,,,"nn","organisation"
39,,,"nn","E"
1,,,"nn","roro"
1,,,"nn","cry"
3,,,"nn","------------"
1,,,"nns","BANDAGES"
1,,,"nn","*Inflatable"
9,,,"nn","rlle"
2,,,"nn","nip"
2,,,"nn","miami"
1,,,"nn","yonfanmi"
1,,,"nn","Toce"
1,,,"nn","dif*"
3,,,"nn","crush"
4,,,"nn","PROMOBANK"
1,,,"nn","Comprere"
1,,,"nn","spesialman"
1,,,"nn","sevis"
5,,,"nn","PORT-AU-PRINCE"
4,,,"nn","SEISME"
1,,,"nn","barth"
3,,,"nn","vivant"
1,,,"nns","Haitianos"
4,,,"nn","pajem"
2,,,"nns","chemins"
1,,,"nns","COORDINATES"
1,,,"nn","bidonville"
2,,,"nnp","Stinson"
11,,,"nns","beds"
1,,,"nn","penyen"
1,,,"nn","CARACOLI"
6,,,"nn","Barbancourt"
4,,,"nnp","DAT"
1,,,"nn","AFAPA"
2,,,"nn","mamje"
1,,,"nns","damas"
1,,,"nn","ebèjeman"
24,,,"FW","Dieu"
1,,,"nn","literiy"
1,,,"nn","southish"
1,,,"nn","ex-Police"
1,,,"nn","jouin"
1,,,"nn","Lourde"
1,,,"nns","eleves"
2,,,"nn","Solidarité"
1,,,"nn","dyna"
5,,,"nns","coords"
1,,,"nn","Floreal&amp"
11,,,"nn","chlorine"
1,,,"nns","elements"
5,,,"nn","Pou"
17,,,"nn","MW"
24,,,"nn","čd"
1,,,"nn","ELIEN"
1,,,"nn","nation"
25,,,"nn","lan"
1,,,"nnp","Nickerson"
2,,,"nn","TIBEBE"
1,,,"nn","retweet"
2,,,"nnp","Volunteer"
7,,,"nn","PRAN"
1,,,"nn","alain"
3,,,"nn","PAK"
3,,,"nn","vi-n"
1,,,"nn","supporter"
2,,,"nns","Blankets"
1,,,"nnp","Rita"
1,,,"nn","Shaddai"
1,,,"nn","gramoun"
14,,,"nn","bo"
1,,,"nn","Bréa"
1,,,"nn","crtonne"
2,,,"nn","konia"
1,,,"nn","vant"
1,,,"nn","Devan"
2,,,"nn","Sa"
247,,,"nn","house"
1,,,"nnp","Interior"
2,,,"nns","Caraibes"
4,,,"nns","Borders"
1,,,"nn","petiyon"
2,,,"nn","CHRIS"
1,,,"nn","traktè"
1,,,"nn","academie"
1,,,"nn","Estoque"
2,,,"nn","diferan"
1,,,"nn","Rielle"
1,,,"nns","Créole’s"
2,,,"nn","Nr"
5,,,"nn","louko"
1,,,"nn","sitoyen"
1,,,"nn","Yvenel"
4,,,"nn","GRESSIER"
1,,,"nns","Clarens"
2,,,"nn","personna"
1,,,"nn","moransi"
2,,,"nn","n_"
1,,,"nn","Mariella"
1,,,"nn","JEANNE"
1,,,"nnp","CDC"
2,,,"nn","george"
1,,,"nn","Fwontič"
1,,,"nns","Survivants"
1,,,"nnp","Beau"
1,,,"nns","landmarks"
2,,,"nn","Milry"
1,,,"nns","pipes"
1,,,"nn","south-west"
1,,,"nnp","Hermann"
2,,,"nn","sister-in-law"
1,,,"nn","monopole"
1,,,"nn","REGIONAL\&quot"
1,,,"nn","Polche"
15,,,"nn","cause"
3,,,"nn","PauP"
1,,,"nn","Mondesire"
1,,,"nn","TiSoeur"
1,,,"nn","TWOMATIZE"
92,,,"nn","viktim"
3,,,"nn","P-a-P"
8,,,"nn","nenp"
2,,,"nn","INSTITUTION"
1,,,"nn","chatuley"
2,,,"nn","MESAY"
2,,,"nn","CHAK"
2,,,"nn","hostel"
1,,,"nn","Peton-ville"
1,,,"nns","Gabions"
1,,,"nn","Oganizasyon"
1,,,"nn","Fania"
1,,,"nn","rejoignent"
1,,,"nnp","Luke"
1,,,"nn","Chabonnier"
1,,,"nn","salitasyon"
6,,,"nnp","AVEC"
1,,,"nn","israel"
1,,,"nn","CHAVANNE"
2,,,"nn","telefmwen"
1,,,"nns","jours"
1,,,"nn","Chierici"
33,,,"nns","plis"
1,,,"nn","pop"
2,,,"nns","churches"
1,,,"nn","Furth"
2,,,"nn","donne"
1,,,"nn","Evelyne"
3,,,"nn","oganizasyon"
2,,,"nnp","Agence"
41,,,"nn","work"
3,,,"nn","Catalpa"
1,,,"nn","théologie"
2,,,"nns","TEMPS"
3,,,"nn","DON\"
4,,,"nnp","Notre"
1,,,"nn","distriby"
3,,,"nn","Delmar"
1,,,"nn","Fermat"
1,,,"nnp","Heard"
1,,,"nn","mwenteretemnlazakaymwenkrazemwengen"
1,,,"nn","Ogane"
1,,,"nnp","Truck"
1,,,"nn","sinitre"
1,,,"nns","citoyennes"
1,,,"nns","islands"
2,,,"nn","Antre"
5,,,"nn","mand"
1,,,"nn","tylenol"
3,,,"nns","Fils"
2,,,"nn","incident"
2,,,"nn","TANDI"
2,,,"nn","hage"
1,,,"nn","sp"
1,,,"nn","wool"
1,,,"nn","dekrete"
1,,,"nn","Suburb"
2,,,"nn","faculty"
2,,,"nn","Kastra&quot"
1,,,"nn","CARMELLE"
9,,,"nn","MENM"
1,,,"nn","personn"
2,,,"nnp","Sabine"
8,,,"nn","Voye"
1,,,"nn","Strt"
2,,,"nn","Rochel"
1,,,"nn","voici"
1,,,"nn","delmas-"
1,,,"nn","Ticket"
5,,,"nn","christian"
5,,,"nn","DUPUY"
1,,,"nns","Clauvens"
1,,,"nn","bedroom"
5,,,"nn","Sicot"
2,,,"nn","Petit-GoÃ¢ve"
1,,,"nn","CHERY"
2,,,"nn","Diaspora"
5,,,"nn","pakapab"
1,,,"nn","Ophny"
1,,,"nns","truckloads"
3,,,"nn","petionville"
1,,,"nn","paa"
1,,,"nn","meny"
37,,,"nn","police"
4,,,"nn","Brunache"
2,,,"nn","humanitaire"
4,,,"nn","quelqu"
2,,,"nn","tweet"
788,,,"nn","pa"
4,,,"nn","joindre"
5,,,"nnp","February"
1,,,"nn","Jiji"
2,,,"nn","technician"
1,,,"nn","tj"
1,,,"nn","kach"
2,,,"nnp","Monroe"
1,,,"nn","MALI"
1,,,"nn","MOYIZ"
1,,,"nn","blackout"
4,,,"nn","Archahaie"
1,,,"nn","kildesak"
4,,,"nn","Ministah"
2,,,"nn","lavisse"
1,,,"nn","Fausey"
2,,,"nn","ARTIBONITE"
2,,,"nn","Vivi"
1,,,"nn","mais-gatée"
4,,,"nn","Yolene"
3,,,"nnp","Monday"
1,,,"nns","pacius"
2,,,"nn","ieme"
1,,,"nn","Pepperfire"
8,,,"nnp","Michael"
2,,,"nn","mibal*"
5,,,"nn","kominote"
1,,,"nn","pounn"
31,,,"nn","IDP"
2,,,"nn","SALINE"
1,,,"nn","fax"
15,,,"FW","Au"
1,,,"nn","anpij"
1,,,"nn","Gondol"
1,,,"nn","Gwomon"
1,,,"nn","anchaj"
6,,,"nn","mile"
1,,,"nnp","SP"
2,,,"nn","~~~~~~~~~~~~~~~~~charite"
1,,,"nn","kpab"
1,,,"nn","Molear"
4,,,"nn","ravaje"
1,,,"nnp","Irma"
1,,,"nns","mayors"
1,,,"nn","Péguy-Ville"
1,,,"nn","BELVIL"
1,,,"nn","dvelopeman"
